公司简称,工商全称,统一信用代码,官网,一句话简介,公司简介,行业,子行业,省,市,成立时间,运营状态,员工人数,地址,电话,邮箱,团队姓名,职位,融资次数,融资总额(万人民币)
新炬网络,上海新炬网络信息技术股份有限公司,91310118320863016N,http://www.shsnc.com/,数据分析及计算机技术开发商,新炬网络服务范围涉及第三方运维服务与工程、原厂软硬件及服务销售、软件产品及开发三大领域。基于丰富的服务经验，公司自主研发了异构数据库智能管理平台（ZnSQL）、全栈智慧运维平台（ZnAiops）、大数据日志分析&安全事件管理平台（ZnSoc）、企业数据中台（ZnDams）等产品，为电信、金融、能源、交通、政府等行业客户提供“服务+产品”模式的综合解决方案。,企业服务,数据服务,上海,青浦区,2014-11,运营中,,上海市中山北路2000号中期大厦三楼,021-5290-8588,IR@shsnc.com,孙星炎,CEO,,
普元信息,普元信息技术股份有限公司,91310000748756174J,http://www.primeton.com,软件基础平台与解决方案提供商,普元是一家软件基础平台与解决方案提供商，主要面向大中型企业、政府机构及软件开发商提供SOA、大数据、云计算三大领域的软件基础平台及解决方案，用以满足上述组织信息化建设对关键技术的需求，帮助上述组织的业务在云计算和移动互联时代向数字化转型。,企业服务,行业信息化及解决方案,上海,浦东新区,2003-03,运营中,,中国（上海）自由贸易试验区碧波路456号4楼;上海市浦东新区中国（上海）自由贸易试验区碧波路456号4楼,021-5080-5188,xull@primeton.com,刘亚东,CEO,,
北信源,北京北信源软件股份有限公司,91110000101967333M,http://www.vrv.com.cn,信息安全产品及整体解决方案供应商,北信源是一家信息安全产品及整体解决方案供应商。主营业务包含软件开发、计算机系统服务，数据处理，计算机维修，基础软件服务，应用软件服务，计算机软、硬件的生产等项目。,企业服务,企业IT服务,北京,海淀区,1996-05,运营中,,北京市海淀区中关村南大街34号中关村科技发展大厦C座1602室,010-6214-0485,wangyan@vrvmail.com.cn,林皓,CEO,,
浩云科技,浩云科技股份有限公司,914401017268190159,http://www.haoyuntech.com,金融安防产品研发生产商,浩云科技是一家从事金融安防产品研发、生产、销售的高新技术企业，提供安防企业技防、电子与智能化工程承包、信息系统集成及服务等多项服务，研发了摄像机、现实与控制设备、存储设备等多种产品。,企业服务,企业安全,北京,朝阳区,2001-03,运营中,,北京市朝阳区望京悠乐汇C座3217室,010-8476-6428,,雷洪文,CEO,,
朗新科技,朗新科技集团股份有限公司,91320200747189665N,http://www.longshine.com,电力、能源行业解决方案供应商,朗新科技是一家为电力、能源及相关行业客户提供应用解决方案和服务的高新技术企业，公司立足于电力行业信息技术领域，为客户提供从电力营销、电力生产、电力市场到决策支持等的技术与服务解决方案。目前公司研发的产品有电网、水燃、光伏、能效、电动汽车的解决方案。,企业服务,行业信息化及解决方案,江苏,无锡,2003-05,运营中,,江苏省无锡市新吴区净慧东道90号无锡软件园天鹅座B栋10、11楼,0510-6667-6999,geping@longshine.com,郑新标,CEO,,
视声智能,广州视声智能股份有限公司,9144010156792962XQ,http://www.video-star.com.cn,智能建筑解决方案,视声智能是一家从事建筑智能化的企业。为全球高端住宅及商业空间提供智能家居、可视对讲等系统产品及一体化的解决方案。业务覆盖智能家居、智慧办公、智慧酒店、轨道交通、智慧商超、智慧医院等多个领域。,企业服务,行业信息化及解决方案,广东,广州,2011-01,运营中,,广东省广州市番禺区小谷围街中二横路22号A901-A902房,020-3933-8986,wangzx@video-star.com,朱湘军,CEO,,
慧博云通,慧博云通科技股份有限公司,911101056876404680,http://www.hydsoft.com,综合信息技术服务提供商,慧博云通致力于成为一家国际化、专业化、创新型的综合信息技术服务提供商，主营业务包括软件技术服务、专业技术服务、产品与解决方案三大板块。基于对各行业客户业务场景的理解，慧博云通以软件技术专业人才为载体，为国内和国际客户提供涵盖咨询、设计、开发、测试、运维等全周期的信息技术服务，助力企业客户产业数智化转型。,企业服务,综合企业服务,北京,海淀区,2009-03,运营中,,北京市海淀区上地东路5-1号京蒙高科A座,010-6439-0988,hydsoft@hydsoft.com,余浩,CEO,,
玄武云,广州市玄武无线科技股份有限公司,91440101563971249A,http://www.wxchina.com,智慧CRM服务行业提供商,玄武云科技是一家智慧CRM服务行业提供商，其综合智慧CRM服务能满足客户在公有云、私有云及混合云方面的不同需求，并通过开发新服务及增强现有服务的功能来捕捉复杂及客户需求。,企业服务,客户服务,广东,广州,2010-11,运营中,,广东省广州市天河区体育西路103号维多利广场B塔19层、32层、33层,400-100-0655,400@wxchina.com,陈永辉,CEO,,
汉得信息,上海汉得信息技术股份有限公司,9131000074027295XF,http://www.hand-china.com,企业数字化转型全面服务能力提供商,汉得信息是一家企业数字化转型全面服务能力提供商，以ERP咨询实施为主业，专注于为企业提供涵盖企业信息化建设全生命周期（规划、实施、定制开发、运维、升级等）的交付服务，自主研发的产品包括：租赁管理平台、移动业务管理系统、财务共享业务平台、精益制造管理系统、费控系统等一系列企业管理应用产品，业务涉及制造业、金融、通讯、电子商务、房地产等行业。,企业服务,数据服务,上海,青浦区,2002-07,运营中,,上海市青浦区汇联路33号,021-6700-2300,marketing@hand-china.com,陈迪清,CEO,,
天玑科技,上海天玑科技股份有限公司,91310000703400561X,http://www.phegda.com,数据服务及软硬件一体化服务商,天玑科技是一家移动互联网服务商，以大数据、云计算为核心，为客户提供数据交换，数据挖掘，数据分析，数据决策，数据应用等类型的软硬件一体化行业解决方案。,企业服务,数据服务,上海,徐汇区,2001-10,运营中,,上海市徐汇区桂林路406号（华鑫中心）2号楼12层,021-8023-1719,services@phegda.com,陆文雄,CEO,,
奥飞数据,广东奥飞数据科技股份有限公司,91440101767653410D,http://www.ofidc.com,互联网数据中心运营商,奥飞数据是一家从事企业数据平台建设的公司。公司专注于IDC和通信综合运营，主营业务包括数据中心服务（IDC）、数据灾备中心服务、云计算、CDN等服务和产品，公司为客户提供网络技术开发、商品信息咨询服务、电子产品开发、因特网数据中心业务、因特网接入服务业务、信息服务业务等服务。,企业服务,数据服务,广东,广州,2004-09,运营中,,广东省广州市南沙区进港大道80号421房,020-2863-0360,413069630@qq.com,冯康,CEO,,
吉大正元,长春吉大正元信息技术股份有限公司,91220000702580185D,http://www.jit.com.cn/,信息安全专业服务提供商,吉大正元是一家信息安全专业服务提供商，主要从事信息安全产品的研发、生产、销售，并提供安全咨询、安全集成和行业应用开发等服务。参与制定多项国家和行业PKI/PMI及信息安全相关标准。,企业服务,企业安全,吉林,吉林,1999-02,运营中,,前进大街2266号,0431-8517-3333, luyi_yu@jit.com.cn,高利,CEO,,
迪普科技,杭州迪普科技股份有限公司,91330108673990352B,http://www.dptech.com,从事网络安全及应用交付,杭州迪普科技股份有限公司（简称“迪普科技”）是在网络安全及应用交付领域集研发、生产、销售于一体的高科技企业。自主开发了高性能硬件架构APP-X、L2~7融合操作系统ConPlat、应用识别与威胁特征库APP-ID，并在此基础上推出了包括深度业务路由交换网关（DPX）、应用防火墙（FW）、入侵防御系统（IPS）、DPI流量分析设备、上网行为管理及流控（UAG）、应用交付平台（ADX）以及交换机、路由器等在内的十余类上百款产品。,企业服务,企业安全,浙江,杭州,2008-05,运营中,,浙江省杭州市滨江区通和路68号中财大厦6楼,0571-2828-0909,xuqiuya@dptechnology.net,郑树生,CEO,,
兴图新科,武汉兴图新科电子股份有限公司,914201007612421861,http://www.xingtu.com,音视频综合业务的网络应用平台,兴图新科电子是一家从事音视频综合业务的网络应用平台。公司专注于研究音视频技术在社会安全上的应用，主要研发openVone音视频中间件平台，形成面向公安、检察院、法院、司法、军队行业的一系列产品和解决方案。,企业服务,其他企业服务,湖北,武汉,2004-06,运营中,,湖北省武汉市东湖新技术开发区关山大道1号软件产业三期A3栋8层,027-8717-9095,xingtuxinke@163.com,程家明,CEO,,
东方国信,北京东方国信科技股份有限公司,91110000633027609B,https://www.bonc.com.cn/,从事数据软件开发,东方国信是一家专注大数据、云计算等领域核心技术的高科技软件企业，2011年成功在深交所创业板上市，股票代码300166。,企业服务,数据服务,北京,朝阳区,1997-07,运营中,,北京市朝阳区望京北路9号D座1108 ,010-6439-8920,investor@bonc.com.cn,管连平,CEO,,
海默科技,海默科技（集团）股份有限公司,91620000296610085H,http://www.haimo.com.cn,多相计量整体解决方案提供商,兰州海默是一家多相计量领域的技术公司。是集油气勘探开发、工程技术服务、石油装备销售、油田多相计量/测井服务、定向钻井服务以及钻采和压裂设备制造等业务于一体的综合类油田服务和设备公司，其核心能力在于，根据客户的需求提供最优的多相计量整体解决方案，并且将其快速投放市场。,企业服务,综合企业服务,甘肃,兰州,2000-12,运营中,,甘肃省兰州市城关区张苏滩593号,,,,,,
浪潮软件,浪潮软件股份有限公司,913700004941904564,http://www.inspur.com,企业管理软件开发商,浪潮软件，是一家软件公司，主要制作面向企业的产品，例如：浪潮大数据警务云平台，浪潮EXPRESS管理软件，浪潮GS企业管理软件等各类专业软件，利用自身软硬件优势，满足各类企业需要。,企业服务,行业信息化及解决方案,山东,泰安,1994-11,运营中,,山东省泰安市虎山路中段,0531-8510-5614,lcxxgs@163.com,王柏华,CEO,,
